# timestamp tx ty tz qx qy qz qw
1540823082.24882 4.21143862081156 -0.399326380169352 -0.824236040515878 -0.195646771277996 -0.686845218182581 0.666038647548908 0.215310257812861
1540823082.25082 4.21142797843358 -0.399339623831924 -0.824286508789345 -0.19565046939737 -0.686844190435357 0.666034749443765 0.215322233926665
1540823082.25282 4.21141709994573 -0.399352897998194 -0.82433694992358 -0.19565427151575 -0.686842624879868 0.666031111056841 0.215335026853889
1540823082.25482 4.21140599047459 -0.399366208740758 -0.824387379495261 -0.195658119821695 -0.686840505204001 0.666027779648127 0.215348594831586
1540823082.25682 4.21139465513306 -0.399379561613593 -0.824437812204597 -0.195661962502175 -0.686837820968045 0.666024795580386 0.215362893251763
1540823082.25882 4.21138309902635 -0.399392961663365 -0.824488261874291 -0.19566575347945 -0.686834567275374 0.666022192649725 0.215377874929206
1540823082.26082 4.21137132725806 -0.399406413440755 -0.824538741448521 -0.19566945214786 -0.686830744443227 0.666019998416116 0.215393490369407
1540823082.26282 4.21135934493622 -0.399419921011769 -0.824589262991908 -0.195673023110538 -0.68682635767357 0.66601823453388 0.215409688036572
1540823082.26482 4.21134715717928 -0.399433487969058 -0.82463983768849 -0.195676435916049 -0.686821416724044 0.666016917082148 0.215426414621698
1540823082.26682 4.21133476912218 -0.399447117443235 -0.824690475840696 -0.195679664794995 -0.686815935578973 0.666016056895287 0.215443615310719
1540823082.26882 4.21132218592242 -0.399460812114187 -0.824741186868319 -0.195682688396567 -0.686809932120419 0.666015659893312 0.215461234052704
1540823082.27082 4.21130941276602 -0.3994745742224 -0.824791979307486 -0.195685489525088 -0.686803427799279 0.666015727412281 0.215479213828104
1540823082.27282 4.21129645487362 -0.399488405580266 -0.824842860809636 -0.195688054876532 -0.686796447306393 0.666016256534669 0.215497496917023
1540823082.27482 4.21128331750651 -0.399502307583408 -0.824893838140487 -0.195690374775044 -0.686789018243658 0.666017240419724 0.215516025167527
1540823082.27682 4.21127000597264 -0.399516281221991 -0.824944917179015 -0.195692442909462 -0.686781170795129 0.666018668633806 0.21553474026396
1540823082.27882 4.21125652563268 -0.399530327092044 -0.824996102916422 -0.195694256069849 -0.686772937398089 0.666020527480696 0.215553583995266
1540823082.28082 4.21124288190605 -0.39954444540677 -0.825047399455111 -0.195695813884049 -0.686764352414086 0.666022800331891 0.215572498523319
1540823082.28282 4.21122908027695 -0.399558636007869 -0.825098810007659 -0.195697118554251 -0.686755451799906 0.666025467956863 0.215591426651228
1540823082.28482 4.21121512630042 -0.39957289837685 -0.825150336895792 -0.195698174593592 -0.686746272778486 0.666028508853292 0.215610312091639
1540823082.28682 4.21120102560837 -0.399587231646352 -0.825201981549351 -0.195698988562783 -0.686736853509754 0.666031899577261 0.215629099735012
1540823082.28882 4.21118678391559 -0.399601634611456 -0.825253744505275 -0.195699568806756 -0.686727232761382 0.666035615073431 0.215647735917863
1540823082.29082 4.21117240702582 -0.399616105741006 -0.825305625406563 -0.195699925191363 -0.68671744957946 0.666039629005157 0.215666168690986
1540823082.29282 4.21115790083778 -0.399630643188922 -0.825357623001258 -0.195700068840081 -0.686707542959067 0.666043914084591 0.215684348087633
1540823082.29482 4.21114327135121 -0.399645244805521 -0.82540973514141 -0.195700011870765 -0.686697551514757 0.666048442402729 0.215702226391661
1540823082.29682 4.21112852467288 -0.399659908148828 -0.825461958782055 -0.195699767132424 -0.686687513150955 0.66605318575943 0.215719758405638
1540823082.29882 4.21111366702269 -0.399674630495899 -0.825514289980187 -0.195699347942026 -0.686677464732253 0.666058115993397 0.215736901718919
1540823082.30082 4.21109870473962 -0.399689408854132 -0.825566723893731 -0.195698767821317 -0.686667441753628 0.666063205312126 0.215753616975669
1540823082.30282 4.21108364428785 -0.399704239972588 -0.825619254780511 -0.19569804023368 -0.686657478010577 0.666068426621814 0.215769868142869
1540823082.30482 4.21106849226264 -0.399719120353284 -0.825671875997516 -0.195697178323274 -0.686647605272445 0.666073753854262 0.215785622775053
1540823082.30682 4.21105325539347 -0.399734046261945 -0.825724580007513 -0.19569619471335 -0.686637853040583 0.666079162216016 0.21580085219513
1540823082.30882 4.21103794054003 -0.399749013737378 -0.825777358404382 -0.195695101454763 -0.686628248521983 0.666084628240212 0.215815531462273
1540823082.31082 4.21102255468541 -0.399764018600291 -0.825830201945805 -0.195693910033624 -0.686618816687821 0.6660901297607 0.215829639255925
1540823082.31282 4.21100710492918 -0.399779056462108 -0.825883100586243 -0.19569263138124 -0.686609580335283 0.666095645883202 0.215843157756583
1540823082.31482 4.21099159848045 -0.399794122733765 -0.825936043509913 -0.195691275884045 -0.686600560149421 0.666101156956486 0.215856072526596
1540823082.31682 4.21097604265096 -0.399809212634523 -0.825989019163766 -0.195689853393524 -0.686591774765039 0.666106644543566 0.21586837239097
1540823082.31882 4.21096044484818 -0.399824321200767 -0.826042015290466 -0.195688373236136 -0.686583240828607 0.666112091392927 0.215880049318185
1540823082.32082 4.21094481256836 -0.399839443294817 -0.826095018961357 -0.195686844223237 -0.686574973060215 0.666117481409769 0.215891098301022
1540823082.32282 4.21092915338961 -0.399854573613732 -0.826148016609454 -0.195685274660986 -0.686566984315552 0.666122799627283 0.215901517237404
1540823082.32482 4.21091347496498 -0.399869706698111 -0.826200994062412 -0.195683672360268 -0.686559285647928 0.666128032177949 0.215911306811246
1540823082.32682 4.21089778501556 -0.399884836940904 -0.8262539365755 -0.19568204464659 -0.686551886370325 0.666133166264858 0.215920470373314
1540823082.32882 4.21088209132354 -0.399899958596217 -0.826306828864585 -0.195680398369995 -0.686544794117484 0.666138190133064 0.215929013822108
1540823082.33082 4.21086640172526 -0.399915065788112 -0.826359655139104 -0.195678739914961 -0.686538014908022 0.666143093040953 0.215936945484738
1540823082.33282 4.21085072410435 -0.39993015251942 -0.826412399135043 -0.195677075210301 -0.686531553206583 0.66614786523164 0.215944275997831
1540823082.33482 4.21083506638478 -0.399945212680539 -0.826465044147912 -0.195675409739058 -0.686525411986023 0.666152497904387 0.215951018188428
1540823082.33682 4.21081943652389 -0.399960240058247 -0.826517573065726 -0.195673748548403 -0.686519592789612 0.666156983186038 0.215957186954911
1540823082.33882 4.21080384250557 -0.3999752283445 -0.826569968401976 -0.195672096259529 -0.686514095793275 0.666161314102476 0.215962799147922
1540823082.34082 4.21078829233323 -0.399990171145243 -0.82662221232861 -0.195670457077541 -0.686508919867851 0.666165484550096 0.215967873451302
1540823082.34282 4.21077279402297 -0.400005061989214 -0.826674286709009 -0.195668834801349 -0.686504062641373 0.666169489267296 0.215972430263037
1540823082.34482 4.21075735559658 -0.400019894336746 -0.826726173130964 -0.195667232833558 -0.686499520561373 0.666173323805973 0.215976491576204
1540823082.34682 4.21074198507469 -0.400034661588577 -0.826777852939651 -0.195665654190358 -0.686495288957199 0.666176984503045 0.215980080859926
1540823082.34882 4.21072669046979 -0.400049357094655 -0.826829307270612 -0.195664101511417 -0.686491362102354 0.666180468451969 0.215983222940348
1540823082.35082 4.21071147977933 -0.400063974162939 -0.826880517082726 -0.195662577069766 -0.68648773327684 0.666183773474276 0.215985943881586
1540823082.35282 4.21069636097883 -0.400078506068211 -0.826931463191192 -0.195661082781696 -0.686484394829518 0.666186898091107 0.215988270866715
1540823082.35482 4.21068134201489 -0.400092946060874 -0.826982126300501 -0.195659620216645 -0.686481338240478 0.666189841494762 0.215990232078733
1540823082.35682 4.21066643079833 -0.400107287375766 -0.827032487037416 -0.195658190607092 -0.686478554183408 0.666192603520238 0.215991856581544
1540823082.35882 4.21065163519723 -0.400121523240957 -0.827082525983947 -0.195656794858453 -0.686476032587974 0.666195184616787 0.215993174200939
1540823082.36082 4.21063696303004 -0.400135646886561 -0.82713222371033 -0.19565543355897 -0.686473762702198 0.666197585819454 0.215994215405572
1540823082.36282 4.21062242205864 -0.400149651553536 -0.827181560808001 -0.195654106989615 -0.68647173315484 0.666199808720631 0.215995011187945
1540823082.36482 4.21060801998139 -0.400163530502493 -0.827230517922575 -0.195652815133982 -0.686469932017777 0.666201855441598 0.215995592945389
1540823082.36682 4.21059376442628 -0.400177277022504 -0.827279075786822 -0.195651557688188 -0.686468346868374 0.666203728604062 0.215995992361043
1540823082.36882 4.21057966294393 -0.400190884439898 -0.827327215253644 -0.195650334070775 -0.686466964851867 0.666205431301698 0.215996241284839
1540823082.37082 4.21056572300073 -0.400204346127077 -0.827374917329054 -0.195649143432617 -0.686465772743716 0.666206967071673 0.215996371614476
1540823082.37282 4.21055195197187 -0.400217655511315 -0.827422163205147 -0.195647984666815 -0.686464757011979 0.666208339866175 0.215996415176398
1540823082.37482 4.21053835713447 -0.400230806083566 -0.827468934293085 -0.195646856418612 -0.686463903879656 0.666209554023926 0.21599640360677
1540823082.37682 4.2105249456606 -0.400243791407269 -0.827515212256067 -0.195645757095301 -0.686463199387043 0.666210614241698 0.215996368232456
1540823082.37882 4.21051172461039 -0.400256605127151 -0.827560979042307 -0.195644684876129 -0.686462629454065 0.666211525545814 0.215996339951978
1540823082.38082 4.21049870092514 -0.400269240978037 -0.827606216918017 -0.195643637722214 -0.686462179942612 0.666212293263642 0.215996349116497
1540823082.38282 4.2104858814203 -0.400281692793652 -0.827650908500376 -0.195642613386455 -0.686461836718858 0.666212922995088 0.21599642541077
1540823082.38482 4.21047327277868 -0.400293954515427 -0.827695036790511 -0.195641609423449 -0.686461585715582 0.666213420584078 0.215996597734118
1540823082.38682 4.21046088154342 -0.400306020201307 -0.827738585206472 -0.1956406231994 -0.686461412994471 0.666213792090031 0.215996894081387
1540823082.38882 4.21044871411111 -0.400317884034551 -0.827781537616212 -0.195639651902044 -0.686461304808426 0.666214043759335 0.215997341423906
1540823082.39082 4.21043677672488 -0.400329540332543 -0.827823878370559 -0.195638692550557 -0.686461247663858 0.666214181996809 0.215997965590446
1540823082.39282 4.21042507546746 -0.400340983555595 -0.827865592336198 -0.195637742005479 -0.686461228382977 0.666214213337166 0.215998791148173
1540823082.39482 4.21041361625425 -0.400352208315753 -0.827906664928646 -0.195636796978627 -0.686461234166085 0.666214144416474 0.21599984128361
1540823082.39682 4.21040240482644 -0.400363209385599 -0.827947082145224 -0.195635854043016 -0.686461252653857 0.666213981943607 0.21600113768358
1540823082.39882 4.21039144674402 -0.400373981707064 -0.827986830598041 -0.195634909642773 -0.686461271989626 0.666213732671709 0.216002700416168
1540823082.40082 4.21038074737894 -0.400384520400226 -0.828025897546971 -0.195633960103055 -0.686461280881672 0.666213403369646 0.216004547811669
1540823082.40282 4.21037031190811 -0.400394820772118 -0.828064270932624 -0.19563300163997 -0.686461268665502 0.666213000793465 0.216006696343544
1540823082.40482 4.21036014530657 -0.400404878325441 -0.828101939408951 -0.195632030370497 -0.686461225365464 0.666212531658059 0.216009160510898
1540823082.40682 4.21035025234155 -0.400414688764798 -0.828138892366138 -0.19563104232273 -0.68646114173877 0.666212002614049 0.2160119527605
1540823082.40882 4.21034063756891 -0.400424247996663 -0.828175119928844 -0.195630033446901 -0.686461009274854 0.666211420237914 0.216015083509217
1540823082.41082 4.21033130533069 -0.400433552126874 -0.828210612944719 -0.195628999626728 -0.686460820177134 0.666210791027339 0.216018561206
1540823082.41282 4.2103222597525 -0.400442597458026 -0.828245362972562 -0.19562793669076 -0.68646056734411 0.666210121396767 0.21602239239538
1540823082.41482 4.21031350474103 -0.400451380486876 -0.828279362270471 -0.195626840423733 -0.686460244350464 0.666209417672968 0.21602658178098
1540823082.41682 4.21030504398158 -0.400459897901739 -0.828312603783993 -0.195625706577918 -0.686459845428162 0.666208686090594 0.216031132289026
1540823082.41882 4.21029688093547 -0.400468146579885 -0.828345081134275 -0.195624530884476 -0.686459365447568 0.66620793278776 0.216036045131852
1540823082.42082 4.21028901883759 -0.400476123584938 -0.828376788606218 -0.195623309064807 -0.68645879989855 0.666207163801617 0.216041319871415
1540823082.42282 4.21028146069384 -0.400483826164273 -0.828407721136626 -0.1956220368419 -0.686458144871609 0.666206385063937 0.216046954482808
1540823082.42482 4.21027420927865 -0.400491251746419 -0.828437874302357 -0.195620709951688 -0.686457397038992 0.666205602396702 0.216052945417778
1540823082.42682 4.21026726713242 -0.400498397938452 -0.828467244308478 -0.195619324154393 -0.686456553635824 0.666204821507694 0.216059287668242
1540823082.42882 4.21026063655905 -0.400505262523394 -0.828495827976412 -0.195617875245879 -0.686455612441233 0.666204047986101 0.216065974829801
1540823082.43082 4.2102543196234 -0.400511843457614 -0.828523622732091 -0.195616359069003 -0.686454571759484 0.666203287298116 0.216072999165268
1540823082.43282 4.21024831814878 -0.400518138868226 -0.82855062659411 -0.195614771524962 -0.686453430401113 0.666202544782545 0.216080351668177
1540823082.43482 4.21024263371441 -0.400524147050482 -0.828576838161873 -0.195613108584647 -0.686452187664055 0.666201825646419 0.216088022126315
1540823082.43682 4.21023726765296 -0.400529866465178 -0.828602256603749 -0.195611366299989 -0.686450843314786 0.66620113496061 0.216095999185238
1540823082.43882 4.21023222104798 -0.400535295736048 -0.828626881645222 -0.195609540815309 -0.686449397569455 0.666200477655446 0.21610427041179
1540823082.44082 4.21022749473141 -0.400540433647161 -0.828650713557041 -0.19560762837867 -0.686447851075016 0.666199858516335 0.21611282235763
1540823082.44282 4.21022308928107 -0.400545279140322 -0.828673753143373 -0.195605625353224 -0.686446204890364 0.666199282179381 0.216121640622749
1540823082.44482 4.21021900501813 -0.400549831312471 -0.828696001729956 -0.195603528228562 -0.686444460467462 0.666198753127011 0.216130709918996
1540823082.44682 4.21021524200458 -0.400554089413077 -0.828717461152244 -0.195601333632066 -0.686442619632472 0.666198275683596 0.216140014133594
1540823082.44882 4.21021180004075 -0.40055805284154 -0.828738133743566 -0.195599038340253 -0.686440684566878 0.666197854011076 0.216149536392658
1540823082.45082 4.21020867866278 -0.40056172114459 -0.828758022323272 -0.195596639290127 -0.68643865778861 0.66619749210458 0.216159259124721
1540823082.45282 4.2102058771401 -0.40056509401368 -0.828777130184889 -0.195594133590531 -0.686436542133156 0.666197193788049 0.216169164124243
1540823082.45482 4.2102033944729 -0.40056817128239 -0.828795461084267 -0.195591518533491 -0.68643434073468 0.666196962709857 0.216179232615136
1540823082.45682 4.21020122938966 -0.400570952923824 -0.828813019227735 -0.195588791605568 -0.686432057007129 0.666196802338427 0.216189445314268
1540823082.45882 4.21019938034456 -0.400573439048004 -0.828829809260248 -0.195585950499207 -0.68642969462533 0.666196715957847 0.216199782494984
1540823082.46082 4.21019784551506 -0.400575629899274 -0.828845836253545 -0.195582993124082 -0.686427257506096 0.666196706663481 0.216210224050615
1540823082.46282 4.21019662279929 -0.400577525853696 -0.828861105694293 -0.19557991761845 -0.68642474978931 0.666196777357581 0.216220749557987
1540823082.46482 4.2101957098136 -0.400579127416446 -0.828875623472243 -0.195576722360494 -0.686422175819016 0.666196930744886 0.216231338340929
1540823082.46682 4.21019510389003 -0.400580435219217 -0.828889395868379 -0.195573405979674 -0.686419540124494 0.666197169328225 0.216241969533778
1540823082.46882 4.21019480207375 -0.400581450017613 -0.828902429543071 -0.195569967368072 -0.686416847401341 0.666197495404116 0.216252622144885
1540823082.47082 4.21019480112061 -0.400582172688549 -0.828914731524226 -0.195566405691743 -0.686414102492531 0.666197911058349 0.216263275120114
1540823082.47282 4.2101950974946 -0.40058260422765 -0.828926309195439 -0.195562720402056 -0.686411310369485 0.666198418161576 0.216273907406343
1540823082.47482 4.2101956873653 -0.400582745746648 -0.828937170284145 -0.195558911247043 -0.686408476113125 0.66619901836489 0.216284498014964
1540823082.47682 4.21019656660542 -0.40058259847078 -0.828947322849768 -0.195554978282744 -0.686405604894925 0.6661997130954 0.216295026085378
1540823082.47882 4.21019773078823 -0.400582163736188 -0.828956775271878 -0.195550921884551 -0.686402701957962 0.666200503551795 0.216305470948485
1540823082.48082 4.21019917518511 -0.400581442987316 -0.828965536238334 -0.195546742758552 -0.686399772597957 0.66620139069991 0.216315812190187
1540823082.48282 4.21020089476296 -0.40058043777431 -0.828973614733444 -0.195542441952873 -0.686396822144311 0.666202375268281 0.216326029714872
1540823082.48482 4.21020288418174 -0.400579149750411 -0.828981020026109 -0.195538020869018 -0.686393855941147 0.666203457743695 0.216336103808902
1540823082.48682 4.21020513779193 -0.400577580669361 -0.828987761657982 -0.195533481273214 -0.686390879328338 0.666204638366735 0.216346015204111
1540823082.48882 4.21020764963201 -0.400575732382796 -0.828993849431611 -0.195528825307745 -0.686387897622535 0.666205917127317 0.216355745141285
1540823082.49082 4.21021041342597 -0.400573606837645 -0.828999293398596 -0.195524055502294 -0.686384916098202 0.666207293760223 0.216365275433652
1540823082.49282 4.21021342258076 -0.40057120607353 -0.82900410384774 -0.195519174785277 -0.686381939968637 0.66620876774063 0.216374588530369
1540823082.49482 4.21021667018382 -0.400568532220163 -0.829008291293199 -0.19551418649518 -0.686378974367001 0.666210338279628 0.216383667580008
1540823082.49682 4.21022014900049 -0.400565587494742 -0.829011866462632 -0.195509094391891 -0.686376024327348 0.666212004319739 0.216392496494037
1540823082.49882 4.21022385147159 -0.400562374199357 -0.829014840285356 -0.195503902668033 -0.686373094765647 0.666213764530431 0.216401060010315
1540823082.50082 4.21022776971082 -0.400558894718378 -0.829017223880495 -0.195498615960295 -0.686370190460817 0.666215617303618 0.216409343756572
1540823082.50282 4.2102318955023 -0.40055515151586 -0.82901902854513 -0.195493239360756 -0.686367316035756 0.666217560749173 0.216417334313895
1540823082.50482 4.2102362202982 -0.400551147132956 -0.829020265742461 -0.195487778427892 -0.686364475938549 0.666219592690575 0.216425019279502
1540823082.50682 4.21024073522113 -0.400546884185704 -0.829020947090144 -0.195482239189002 -0.686361674428085 0.66622171066459 0.216432387310858
1540823082.50882 4.21024543107846 -0.400542365363792 -0.829021084349092 -0.195476628120912 -0.686358915570882 0.666223911931168 0.216439428122449
1540823082.51082 4.21025029838132 -0.400537593429686 -0.829020689412453 -0.19547095212212 -0.686356203242328 0.666226193487365 0.216446132463908
1540823082.51282 4.21025532736382 -0.400532571217787 -0.829019774294598 -0.195465218484596 -0.686353541128093 0.666228552081428 0.216452492097414
1540823082.51482 4.21026050800225 -0.400527301633579 -0.829018351120111 -0.1954594348656 -0.686350932725553 0.666230984226862 0.216458499775107
1540823082.51682 4.21026583003428 -0.400521787652782 -0.829016432112771 -0.195453609259484 -0.686348381345216 0.666233486216522 0.216464149216497
1540823082.51882 4.21027128297818 -0.400516032320501 -0.829014029584547 -0.195447749969502 -0.686345890112151 0.666236054136687 0.21646943508587
1540823082.52082 4.21027685615198 -0.40051003875038 -0.829011155924577 -0.195441865579615 -0.686343461967426 0.666238683881141 0.216474352969707
1540823082.52282 4.2102825386927 -0.400503810123747 -0.829007823588161 -0.1954359649263 -0.686341099669547 0.666241371165258 0.216478899354094
1540823082.52482 4.21028831957558 -0.400497349688773 -0.829004045085747 -0.195430057070352 -0.6863388057959 0.666244111540087 0.216483071602138
1540823082.52682 4.21029418763322 -0.400490660759618 -0.828999832971917 -0.195424151268694 -0.686336582744202 0.666246900406436 0.21648686793138
1540823082.52882 4.21030013157485 -0.400483746715583 -0.828995199834377 -0.195418256946182 -0.686334432733944 0.666249733028958 0.216490287391221
1540823082.53082 4.21030614000548 -0.400476611000261 -0.828990158282941 -0.195412383667409 -0.68633235780785 0.666252604550246 0.216493329840328
1540823082.53282 4.21031220144512 -0.400469257120687 -0.828984720938519 -0.195406541108517 -0.686330359833325 0.666255510004917 0.216495995924062
1540823082.53482 4.21031830434799 -0.400461688646493 -0.828978900422109 -0.195400739028998 -0.686328440503917 0.666258444333711 0.216498287051897
1540823082.53682 4.21032443712173 -0.400453909209055 -0.828972709343778 -0.195394987243505 -0.686326601340767 0.666261402397585 0.216500205374837
1540823082.53882 4.21033058814657 -0.400445922500644 -0.828966160291653 -0.195389295593659 -0.68632484369407 0.666264378991809 0.216501753762838
1540823082.54082 4.21033674579457 -0.400437732273581 -0.828959265820906 -0.195383673919858 -0.686323168744532 0.666267368860068 0.216502935782231
1540823082.54282 4.2103428984488 -0.400429342339382 -0.828952038442745 -0.195378132033089 -0.68632157750483 0.666270366708565 0.216503755673146
1540823082.54482 4.21034903452253 -0.400420756567916 -0.828944490613396 -0.195372679686733 -0.686320070821063 0.666273367220124 0.21650421832693
1540823082.54682 4.2103551424785 -0.40041197888655 -0.828936634723098 -0.195367326548383 -0.686318649374214 0.666276365068297 0.216504329263573
1540823082.54882 4.21036121084801 -0.400403013279303 -0.828928483085081 -0.195362082171652 -0.686317313681605 0.666279354931476 0.216504094609129
1540823082.55082 4.21036722825025 -0.400393863785996 -0.828920047924562 -0.19535695596799 -0.686316064098346 0.666282331507003 0.216503521073141
1540823082.55282 4.21037318341138 -0.400384534501405 -0.828911341367725 -0.195351957178496 -0.686314900818794 0.666285289525285 0.216502615926061
1540823082.55482 4.21037906518384 -0.40037502957441 -0.828902375430715 -0.195347094845735 -0.686313823877999 0.66628822376391 0.216501386976676
1540823082.55682 4.21038486256548 -0.400365353207145 -0.82889316200862 -0.195342377785558 -0.686312833153156 0.666291129061766 0.216499842549528
1540823082.55882 4.21039056471879 -0.400355509654152 -0.828883712864459 -0.195337814558915 -0.686311928365048 0.666294000333162 0.216497991462341
1540823082.56082 4.2103961609901 -0.400345503221531 -0.828874039618177 -0.195333413443682 -0.686311109079495 0.666296832581954 0.216495843003438
1540823082.56282 4.2104016409288 -0.40033533826609 -0.828864153735619 -0.195329182406473 -0.686310374708792 0.666299620915665 0.216493406909166
1540823082.56482 4.21040699430649 -0.400325019194496 -0.828854066517529 -0.19532512907447 -0.686309724513154 0.666302360559616 0.216490693341318
1540823082.56682 4.21041221113626 -0.400314550462429 -0.828843789088533 -0.195321260707243 -0.686309157602148 0.666305046871054 0.216487712864556
1540823082.56882 4.21041728169181 -0.400303936573727 -0.828833332386122 -0.195317584168571 -0.686308672936135 0.666307675353284 0.216484476423824
1540823082.57082 4.21042219652672 -0.400293182079545 -0.828822707149647 -0.195314105898277 -0.686308269327699 0.666310241669798 0.216480995321784
1540823082.57282 4.21042694649362 -0.400282291577499 -0.828811923909304 -0.195310831884044 -0.686307945443081 0.666312741658414 0.21647728119622
1540823082.57482 4.2104315227634 -0.40027126971082 -0.828800992975117 -0.195307767633249 -0.686307699803607 0.666315171345406 0.216473345997471
1540823082.57682 4.21043591684441 -0.400260121167506 -0.82878992442593 -0.19530491814479 -0.68630753078712 0.666317526959643 0.216469201965843
1540823082.57882 4.21044012060165 -0.400248850679471 -0.828778728098393 -0.195302287880913 -0.686307436629402 0.666319804946726 0.216464861609032
1540823082.58082 4.21044412627601 -0.400237463021699 -0.828767413575951 -0.195299880739044 -0.686307415425603 0.666322001983129 0.216460337679539
1540823082.58282 4.21044792650344 -0.400225963011388 -0.828755990177826 -0.19529770002362 -0.686307465131664 0.66632411499033 0.216455643152096
1540823082.58482 4.21045151433416 -0.400214355507112 -0.82874446694801 -0.195295748417918 -0.686307583565742 0.666326141148961 0.216450791201078
1540823082.58682 4.21045488325186 -0.400202645407962 -0.828732852644251 -0.195294027955889 -0.686307768409633 0.666328077912938 0.216445795177924
1540823082.58882 4.21045802719293 -0.400190837652702 -0.828721155727039 -0.195292539993988 -0.686308017210194 0.666329923023609 0.216440668588554
1540823082.59082 4.2104609405656 -0.400178937218919 -0.828709384348594 -0.195291285183004 -0.686308327380768 0.666331674523889 0.216435425070788
1540823082.59282 4.21046361826922 -0.400166949122176 -0.828697546341851 -0.195290263439897 -0.68630869620261 0.666333330772401 0.21643007837176
1540823082.59482 4.2104660557134 -0.400154878415158 -0.828685649209455 -0.195289473919627 -0.686309120826307 0.666334890457617 0.216424642325343
1540823082.59682 4.21046824883727 -0.400142730186827 -0.828673700112738 -0.195288914986984 -0.686309598273207 0.666336352611993 0.216419130829558
1540823082.59882 4.21047019412862 -0.400130509561575 -0.828661705860714 -0.195288584188423 -0.686310125436846 0.666337716626113 0.216413557823997
1540823082.60082 4.21047188864314 -0.400118221698368 -0.828649672899063 -0.195288478223894 -0.686310699084375 0.666338982262821 0.216407937267238
1540823082.60282 4.21047333002363 -0.400105871789904 -0.828637607299118 -0.19528859291867 -0.686311315857993 0.66634014967136 0.216402283114262
1540823082.60482 4.2104745165189 -0.400093465061704 -0.828625514747015 -0.195288923195793 -0.686311972276435 0.666341219401262 0.216396609293901
1540823082.60682 4.21047544699554 -0.400081006769716 -0.828613400536926 -0.19528946306444 -0.686312664737902 0.666342192409826 0.216390929687056
1540823082.60882 4.21047612093155 -0.40006850219415 -0.828601269574722 -0.195290205648716 -0.686313389526665 0.666343070053354 0.21638525810686
1540823082.61082 4.21047653840271 -0.400055956631815 -0.82858912638571 -0.19529114323237 -0.686314142821109 0.666343854071966 0.216379608279614
